Organization Name,Email,Emailed?,Instagram,DM?,Facebook,
Southeast Asian Mentorship,ucb.seam@gmail.com,FALSE,,FALSE,https://www.facebook.com/SEAMProgram/,
Southeast Asian Student Coalition,UCB.SASC@gmail.com,FALSE,https://www.instagram.com/ucbsasc/,FALSE,https://www.facebook.com/ucbsasc,
Space Enterprise at Berkeley,spaceenterpriseatberkeley@gmail.com,FALSE,https://www.instagram.com/seberkeley/,FALSE,https://www.facebook.com/SEBerkeley/,
Space Technologies and Rocketry,ucberkeleystar@gmail.com,FALSE,https://www.instagram.com/_calstar/,FALSE,https://www.facebook.com/ucberkeleystar/,
Space Technologies at California,execs@stac.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/spaceTechnologiesAtCalifornia/,
Spare a Pair at Berkeley,spareapaircal@gmail.com,FALSE,,FALSE,,
Speak Out Now (formerly Students for Social Change),speakoutnowcal@gmail.com,FALSE,https://www.instagram.com/revsocialistsatberk/,FALSE,https://www.facebook.com/Speak-Out-Now-at-Cal-272785649892952/,
Speaker Series: India at Berkeley,indiaconference@berkeley.edu,FALSE,https://www.instagram.com/speakerseries_cal/,FALSE,https://www.facebook.com/IndianSpeakerSeries,
Speech at Berkeley,berkeleyspeech@gmail.com,FALSE,,FALSE,http://facebook.com/berkeleyspeech,
Spike at Berkeley,masonthau@berkeley.edu,FALSE,,FALSE,,
Spiritual Organizations Category (undergraduate) - Advised by Millicent Morris Chaney,lead@berkeley.edu,FALSE,https://www.instagram.com/theleadcenter/,FALSE,https://www.facebook.com/LEADCenter,
Splash at Berkeley,splash.berkeley@gmail.com,FALSE,https://www.instagram.com/splash.berkeley/,FALSE,https://www.facebook.com/BerkeleySplash/,
Spoon University at Berkeley,calspoonuniversity@gmail.com,FALSE,https://www.instagram.com/spoon_berkeley/,FALSE,https://www.facebook.com/spoonberkeley/,
Sports Analytics Group at Berkeley,sagberkeley@gmail.com,FALSE,https://www.instagram.com/sportsanalyticsberkeley/,FALSE,https://www.facebook.com/SportsAnalyticsBerkeley/,
Sports and Entertainment Law Society,selsberkeleylaw@gmail.com,FALSE,,FALSE,,
Spring Foundation,springfoundation.berkeley@gmail.com,FALSE,,FALSE,https://www.facebook.com/foundationspring,
Sproul Stompers,lindyonthesproul@gmail.com,FALSE,,FALSE,https://www.facebook.com/LindyonSproul,
Standup Comedy (at Berkeley),standupatcal@gmail.com,FALSE,https://www.instagram.com/standupatcal/,FALSE,,
"Startup Law Initiative, The",startuplawinitiative@berkeley.edu,FALSE,https://www.instagram.com/startuplawinitiative/?hl=en,FALSE,,
Statistics Graduate Students Association,sgsa-stat@berkeley.edu,FALSE,,FALSE,,
Steel Bridge Competition Team,steelbridge.berkeley@gmail.com,FALSE,https://www.instagram.com/calsteelbridge,FALSE,,
STEM Ed. at Berkeley,stemedonline@gmail.com,FALSE,https://www.instagram.com/stemed.berkeley/,FALSE,http://facebook.com/StemEdOnline,
Student Association for Environmental Justice and Health Equity,saejhe.berkeley@gmail.com,FALSE,,FALSE,,
Student Association for Fire Ecology at Berkeley,ctubbesing@berkeley.edu,FALSE,,FALSE,,
Student Food Collective,chair@foodcollective.org,FALSE,https://www.instagram.com/bsfcollective/?hl=en,FALSE,https://www.facebook.com/foodcollective,
Student Immigration Relief Clinic at Berkeley,studentimmigrationreliefclinic@gmail.com,FALSE,http://instagram.com/ucbsirc,FALSE,https://www.facebook.com/studentimmigrationreliefclinic/,
Student Nutrition Advocacy Club,ucbsnac@gmail.com,FALSE,https://www.instagram.com/ucbsnac/,FALSE,https://www.facebook.com/ucbsnac,
Student Organic Gardening Association,berkeleystudentfarms@gmail.com,FALSE,https://www.instagram.com/berkeleystudentfarms/,FALSE,,
Student Parent Food Donations Program,fooddonations@ocf.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/fooddonationsprogram/,
Student Policy Institute at Berkeley,spi.berkeley@gmail.com,FALSE,https://www.instagram.com/spiberkeley/,FALSE,,
Student Premed Advising Network,spanadvisors@gmail.com,FALSE,,FALSE,https://www.facebook.com/spanberkeley,
Student to Student Peer Counseling,sspcemail@gmail.com,FALSE,https://www.instagram.com/sspcberkeley/,FALSE,https://www.facebook.com/calsspc,
Students for Economic and Environmental Justice,seej.berkeleylaw@gmail.com,FALSE,,FALSE,https://www.facebook.com/SEEJ.UCB/,
"Students for Racial justice, Inclusion, Diversity, and Equity",kateradcliffe@berkeley.edu,FALSE,,FALSE,,
Students of Applied Science and Technology,aststudents@lists.berkeley.edu,FALSE,,FALSE,,
Students of Color Emerging in English (Formerly Latinxs Emerging in English),cal.socee@gmail.com,FALSE,https://www.instagram.com/cal.socee/?hl=en,FALSE,https://www.facebook.com/StudentsofColorEmerginginEnglish/?ref=bookmarks,
Students of Color Environmental Collective,socenvcollective@gmail.com,FALSE,https://www.instagram.com/scec_berkeley/,FALSE,https://www.facebook.com/SoCEnvironmentalCollective,
Students of Color in Public Policy,scipp.leadership@lists.berkeley.edu,FALSE,http://www.instagram.com/SCiPP_GSPP,FALSE,https://www.facebook.com/groups/416575835026543/,
Students vs Pandemics at Berkeley,berkeleysvp@gmail.com,FALSE,https://www.instagram.com/berkeleysvp/,FALSE,https://www.facebook.com/BerkeleySVP,
Students With Direct Action Everywhere At Berkeley,zoerooster@berkeley.edu,FALSE,https://www.instagram.com/directactioneverywhere/?hl=en,FALSE,https://www.facebook.com/directactioneverywhere,
Suitcase Clinic,suitcaseclinic1989@gmail.com,FALSE,https://www.instagram.com/thesuitcaseclinic/?hl=en,FALSE,https://www.facebook.com/suitcaseclinic?fref=ts,
Surayah Student Union,alexsamano@berkeley.edu,FALSE,,FALSE,,
Surfrider Foundation Club in Berkeley,berkeley@clubs.surfrider.org,FALSE,https://instagram.com/calsurfrider,FALSE,https://www.facebook.com/calsurfrider/,
Survivor Advocacy Project,BerkeleyLawSAP@berkeley.edu,FALSE,,FALSE,,
Sustainable Efforts in Environmental Design (Formerly Sustainable Environmental Designers Interacting Networking Connecting),sustainabledesign.cal@gmail.com,FALSE,https://www.instagram.com/seed_cal/,FALSE,,
Sustainable Entrepreneurship at Berkeley,seab.berkeley@gmail.com,FALSE,https://callink.berkeley.edu/organization/www.instagram.com/seab.berkeley,FALSE,,
Sustainable Housing at California (Formerly THIMBY/Solar Decathlon),info@shac.berkeley.edu,FALSE,http://instagram.com/calshac,FALSE,https://www.facebook.com/calshac,
Swim Club at Berkeley,swimatberk@gmail.com,FALSE,https://www.instagram.com/swimatberk/?hl=en,FALSE,,
T-Cal,info@tcalberkeley.org,FALSE,,FALSE,https://www.facebook.com/groups/662529214512418/,
T.I.n.Y. Chinese Theatre Group,tiny.berkeley@gmail.com,FALSE,,FALSE,https://www.facebook.com/tiny.berkeley?ref=aymt_homepage_panel,
Taiwanese American Student Association,tasa.berkeley@gmail.com,FALSE,https://www.instagram.com/tasa.berkeley/,FALSE,https://www.facebook.com/tasa.berkeley,
Taiwanese Student Association,tsa.berkeley@gmail.com,FALSE,https://www.instagram.com/berkeleytsa/,FALSE,https://www.facebook.com/ucberkeleytsa,
TAMID Group,ucbtamid@gmail.com,FALSE,https://www.instagram.com/tamidberkeley/?hl=en,FALSE,https://www.facebook.com/ucberkeleytamid/,
Tap Jam at Berkeley,caltapjam@gmail.com,FALSE,https://callink.berkeley.edu/organization/www.instagram.com/caltapjam,FALSE,,
TASSEL at Berkeley,samanthaabelson5@berkeley.edu,FALSE,https://www.instagram.com/caltassel/,FALSE,https://www.facebook.com/groups/tasselatberkeley,
Tau Beta Pi,current-exec@tbp.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/tbpberkeley?fref=ts,
Tau Kappa Epsilon,contact@tkenu.com,FALSE,https://www.instagram.com/caltke/,FALSE,https://www.facebook.com/TKENu/,
TBD Comedy,tbdcomedy@gmail.com,FALSE,https://instagram.com/tbdcomedyy?igshid=YmMyMTA2M2Y=%C2%A0,FALSE,https://www.facebook.com/tbdcomedy,
Teach in Prison,teachinprisonsq@gmail.com,FALSE,https://www.instagram.com/teachinprisonucb/,FALSE,,
Team Handball at Berkeley,calteamhandball@gmail.com,FALSE,https://www.instagram.com/teamhandballatberkeley/,FALSE,,
Tech + Social Impact,techimpactberkeley@gmail.com,FALSE,,FALSE,https://www.facebook.com/TechImpactBerkeley/,
TechGYRLS Mentoring Program,techgyrls@ywca-berkeley.org,FALSE,,FALSE,,
Telegraph for People,telegraphforpeople@gmail.com,FALSE,https://www.instagram.com/telegraphforpeople/,FALSE,,
Telegraph+,telegraphplus@gmail.com,FALSE,https://www.instagram.com/telegraphplus,FALSE,https://www.facebook.com/telegraphplus,
Thai American Cultural Association,taca.berkeley@gmail.com,FALSE,https://instagram.com/cal_taca?r=nametag,FALSE,https://www.facebook.com/taca.berkeley,
Thai Students Association,cal.thaisa@gmail.com,FALSE,https://www.instagram.com/thaisaberkeley/,FALSE,https://www.facebook.com/UCBThaiSA,
Thaqalayn Islamic Society of Berkeley (Formerly Islamic Awareness of Berkeley),thaqalaynislamic@gmail.com,FALSE,http://instagram.com/calthaqalayn,FALSE,https://www.facebook.com/Thaqalain-Islamic-Society-253313765374464/?notif_id=1541725154026338&notif_t=page_admin,
The Alt. Protein Project of Berkeley,berkeleyaltprotein@gmail.com,FALSE,https://www.instagram.com/berkeleyaltprotein/,FALSE,,
The Berkeley Bahai Club,berkeleybahaiclub@gmail.com,FALSE,https://www.instagram.com/berkeleybahais/,FALSE,https://www.facebook.com/groups/11391968789/,
The Berkeley Group,theberkeleygroup@gmail.com,FALSE,http://www.instagram.com/theberkeleygroup,FALSE,https://www.facebook.com/TheBerkeleyGroup,
The Defendance,risanagel@berkeley.edu,FALSE,https://www.instagram.com/berkeleylaw.defendance/,FALSE,,
The Dialectic,cansinrodoplu@berkeley.edu,FALSE,https://www.instagram.com/theberkeleydialectic/?hl=en,FALSE,,
The Footbag Club of Berkeley,cewaite@berkeley.edu,FALSE,,FALSE,,
The IT Club at Berkeley,berkeley@the-it-club.org,FALSE,,FALSE,,
The Rebel Alliance of California,rebelallianceofcalifornia@gmail.com,FALSE,http://www.instagram.com/cal_rebel_alliance/,FALSE,,
The Wildlife Society at Berkeley,calwildlifesociety@gmail.com,FALSE,https://instagram.com/calwildlifesociety?utm_medium=copy_link,FALSE,http://www.facebook.com/thewildlifesocietyberkeley,
Theater for Charity,ucbtheaterforcharity@gmail.com,FALSE,http://www.instagram.com/theater4charity,FALSE,https://www.facebook.com/Theater4Charity,
Theta Tau,cal.theta.tau@gmail.com,FALSE,https://www.instagram.com/thetatauberkeley,FALSE,https://www.facebook.com/thetatauepsilon,
"Thomistic Institute at Berkeley, The",calthomisticinstitute@gmail.com,FALSE,,FALSE,https://www.facebook.com/thomisticinstituteberkeley/,
Threads (formerly Al-Bayan),threadsatcal@gmail.com,FALSE,https://www.instagram.com/ThreadsAtCal,FALSE,https://www.facebook.com/pages/ThreadsAtCal,
Thrive Dance Company,thrivedance.cal@gmail.com,FALSE,http://www.instagram.com/thrivedancecompany,FALSE,http://www.facebook.com/pages/Thrive-Dance-Company/156000557782325,
Tikvah: Students for Israel,tikvahsfi@gmail.com,FALSE,https://www.instagram.com/berkeleytikvah/,FALSE,https://www.facebook.com/tikvah.berkeley/,
To An Unknown God,taug@berkeley.edu,FALSE,https://www.instagram.com/taug_journal/,FALSE,https://www.facebook.com/toanunknowngod,
Toastmasters on Campus,toastmastersoncampus@gmail.com,FALSE,,FALSE,https://www.facebook.com/ToastmastersOnCampus/,
Tokiha,moniquegomes@tokiha.org,FALSE,http://www.instagram.com/tokiha.camp,FALSE,http://www.facebook.com/tokihacamp,
Toppa at Berkeley,toppaberkeley@gmail.com,FALSE,https://www.instagram.com/toppa_berkeley/?hl=en,FALSE,https://www.facebook.com/TOPPAatBerkeley/,
Traders at Berkeley,club@traders.berkeley.edu,FALSE,https://instagram.com/tradersatberkeley,FALSE,https://www.facebook.com/tradersatberkeley,
TransferMD@Berkeley,transfermdberkeley@gmail.com,FALSE,https://www.instagram.com/transfermdberkeley/,FALSE,http://www.facebook.com/groups/transfermdberkeley/,
Transfers at Berkeley Law,berkeleylawtransfers@gmail.com,FALSE,,FALSE,,
Translational Medicine and Stem Cell Association,tmscaberkeley@gmail.com,FALSE,https://www.instagram.com/tmscaberkeley/,FALSE,https://www.facebook.com/TMSCABerkeley,
Transportation Graduate Students Organizing Committee,transoc@berkeley.edu,FALSE,,FALSE,https://www.facebook.com/groups/131523593614687/,
Transportation Team at Berkeley,contact@transpo.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/groups/2070671883197772,
TRENZA,trenza.cochairs@gmail.com,FALSE,https://www.instagram.com/caltrenza/,FALSE,https://www.facebook.com/TRENZAUCB/,
"Troika: An Undergraduate Journal in Slavic, East European and Eurasian Studies",troikaberkeley@gmail.com,FALSE,,FALSE,https://www.facebook.com/TroikaJournal,
TrueLement,truelement@gmail.com,FALSE,https://www.instagram.com/truelementcal/,FALSE,https://www.facebook.com/UCBtruelement,
Turkish Student Association at Berkeley,turk.ucb@gmail.com,FALSE,https://www.instagram.com/ucberkeley_tsa/,FALSE,https://www.facebook.com/groups/416133468432865/,
Tzu Chi Compassion Relief Foundation,berkeleytc@gmail.com,FALSE,https://www.instagram.com/caltzuching/,FALSE,https://www.facebook.com/BerkeleyTzuChing,
UC Berkeley Indus,induspresidents@gmail.com,FALSE,https://www.instagram.com/ucbindusofficial/,FALSE,https://www.facebook.com/indus.berkeley,
UC Berkeley Model United Nations,secretary@ucbmun.org,FALSE,https://www.instagram.com/ucbmun/,FALSE,https://www.facebook.com/UCBerkeleyModelUnitedNations/,
UC Jazz Ensemble,tmoore@ucjazz.berkeley.edu,FALSE,,FALSE,http://www.facebook.com/ucjazz,
UC Rally Committee,ucrc.chair@gmail.com,FALSE,https://www.instagram.com/rallycomm/,FALSE,https://www.facebook.com/UCRallyComm,
Unbounded Representation,urep@math.berkeley.edu,FALSE,,FALSE,,
Unconscious Bias Project at Berkeley,unconsciousbiasstem@gmail.com,FALSE,https://www.instagram.com/ubp_stem/,FALSE,https://www.facebook.com/UnconsciousBiasInitiative?fref=ts,
Undergraduate Astronomy Society - Berkeley,ucbuas@gmail.com,FALSE,http://instagram.com/calastronomy,FALSE,https://www.facebook.com/groups/ucbuas/,
Undergraduate Business Group,blazeharrison@berkeley.edu,FALSE,,FALSE,,
Undergraduate Composers Club,ugcomposers@gmail.com,FALSE,,FALSE,http://www.facebook.com/ugcomposers,
Undergraduate Economics Association,ucberkeleyuea@gmail.com,FALSE,,FALSE,https://www.facebook.com/berkeleyUEA/,
Undergraduate Finance Association|Undergraduate Management Consulting Group,ufa.umcg@gmail.com,FALSE,,FALSE,http://www.facebook.com/ufaumcg,
Undergraduate Laboratory at Berkeley (ULAB),directors@ulab.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/ulab.berkeley/,
Undergraduate Legal Honors Society (Formerly Law in Practice at Berkeley),board@ulhs.berkeley.edu,FALSE,https://www.instagram.com/ulhscal_/,FALSE,https://www.facebook.com/undergraduatelegalhonorssociety/,
Undergraduate Marketing Association,uma.ucberkeley@gmail.com,FALSE,https://www.instagram.com/uma.cal/,FALSE,https://www.facebook.com/UMAucberkeley,
Undergraduate Political Science Association,upsa.berkeley@gmail.com,FALSE,https://www.instagram.com/berkeleyupsa/,FALSE,https://www.facebook.com/pages/Cal-Undergraduate-Political-Science-Association/182202198501178,
Undergraduate Real Estate Club,urec@berkeley.edu,FALSE,https://instagram.com/urecberkeley,FALSE,https://www.facebook.com/urecberkeley/,
Undergraduate Street Medicine Outreach,UndergraduateStreetMedOutreach@gmail.com,FALSE,,FALSE,,
Undergraduate Student Council of the College of Environmental Design,cedugsc@berkeley.edu,FALSE,,FALSE,,
Undergraduate Women in Economics at Berkeley,saruul@berkeley.edu,FALSE,https://www.instagram.com/uweberkeley/,FALSE,https://www.facebook.com/UndergraduateWEB/,
Underground Scholars Initiative,undergroundscholars@berkeley.edu,FALSE,https://www.instagram.com/theundergroundscholars/,FALSE,https://www.facebook.com/undergroundscholars/,
Underrepresented Minorities in Economics (Formerly Students of Color in Economics),ume@ume.berkeley.edu,FALSE,https://www.instagram.com/ume.berkeley/,FALSE,https://www.facebook.com/UMEBerkeley/,
Underwater Robotics at Berkeley,communications@urobotics.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/Autonomous-Underwater-Vehicles-Team-at-Berkeley-184543248625646/?skip_nax_wizard=true,
UNICEF at Berkeley,calunicef@gmail.com,FALSE,https://www.instagram.com/unicefatberkeley/,FALSE,https://www.facebook.com/groups/159130841094642/,
United For Health at Berkeley,hope.unitedforhealth@gmail.com,FALSE,https://www.instagram.com/hope.onthego/,FALSE,,
United Geographers Society of Berkeley,berkeleybugs@gmail.com,FALSE,,FALSE,https://www.facebook.com/bugsberkeley/,
United Nations Association of Berkeley,unaberkeley@gmail.com,FALSE,https://www.instagram.com/unaberkeley/,FALSE,https://www.facebook.com/unaberkeley/,
Unity in Christ,calunityinchrist@gmail.com,FALSE,https://www.instagram.com/uicucb/,FALSE,https://www.facebook.com/uicucb/,
UNITY Resource Center,unitytp@berkeley.edu,FALSE,,FALSE,https://www.facebook.com/groups/UNITYResourceCenter/,
Universities Allied for Essential Medicines,caluaem@gmail.com,FALSE,,FALSE,https://www.facebook.com/caluaem/,
Unmanned Aerial Vehicles at Berkeley,admin@uav.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/UAVsAtBerkeley,
Upsilon Pi Epsilon,info@upe.berkeley.edu,FALSE,https://www.instagram.com/upe_berkeley/?hl=en,FALSE,https://www.facebook.com/ucbupe,
UpSync,berkeleyupsync@gmail.com,FALSE,https://instagram.com/upsync_consulting,FALSE,https://www.facebook.com/upsyncatberkeley/,
Valley Consulting Group,info@vcg.berkeley.edu,FALSE,https://www.instagram.com/valleyconsulting/,FALSE,http://www.facebook.com/BerkeleyVCG,
Valorant at Berkeley,calvalorantatberk@gmail.com,FALSE,https://www.instagram.com/calvalorant/,FALSE,,
"Vanguard at Berkeley, The",sofiaabramsze@berkeley.edu,FALSE,https://www.instagram.com/vanguardatberk/,FALSE,,
Venture Capital at Berkeley,berkeleyventurecap@gmail.com,FALSE,https://www.instagram.com/berkeley_venture_capital/,FALSE,https://www.facebook.com/ucberkeleyventurecapital,
Venture Strategy Solutions Consulting,contact@venture.berkeley.edu,FALSE,https://www.instagram.com/berkeleyventure/,FALSE,https://www.facebook.com/venturestrategysolutions/,
Veritas Graduate Christian Fellowship,veritasleaders@lists.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/groups/BerkeleyVeritas,
Vertical Farming at Berkeley,ezenbaatar.b@berkeley.edu,FALSE,,FALSE,,
Vietnamese Student Association,president@calvsa.com,FALSE,https://www.instagram.com/cal_vsa/,FALSE,https://facebook.com/CalVSABerkeley,
VISION,outreach@calvsa.com,FALSE,,FALSE,http://www.facebook.com/CalVSAVISION,
Vision Development Club of Berkeley,vdc.berkeleyoptometry@gmail.com,FALSE,https://www.instagram.com/vdc_berkeley/,FALSE,,
Vision Science Club,jpirog@berkeley.edu,FALSE,http://www.instagram.com/berkeleyoptometry,FALSE,,
Volunteer Health Interpreters Organization,cal.vhio@gmail.com,FALSE,https://www.instagram.com/cal_vhio/,FALSE,http://facebook.com/calvhio,
Volunteer Income Tax Assistance Program,ucberkeleyvita@gmail.com,FALSE,,FALSE,https://www.facebook.com/vitaatcal/,
Volunteers Around the World at Berkeley,ucberkeleyvaw@gmail.com,FALSE,https://www.instagram.com/berkeleyvaw/,FALSE,https://www.facebook.com/berkeley.vaw,
Volunteers for Medical Outreach,calvmo@gmail.com,FALSE,https://www.instagram.com/calvmo/,FALSE,https://www.facebook.com/pages/Volunteers-for-Medical-Outreach/157403224349494,
Wage Justice Clinic,berkeleywagejustice@berkeley.edu ,FALSE,N/A,FALSE,N/A,
Water ski and Wakeboard Association at Berkeley,mariana_vacacast@berkeley.edu,FALSE,N/A,FALSE,N/A,
Wave Makers of Berkeley,WaveMakers@berkeley.edu,FALSE,N/A,FALSE,https://www.facebook.com/BerkeleyWaveMakers,
WE ARE Coalition,melissalanderos@berkeley.edu,FALSE,N/A,FALSE,N/A,
Web Design and Development at Berkeley,berkeleywdd@gmail.com,FALSE,N/A,FALSE,N/A,
Web Development at Berkeley,webatberkeley@gmail.com,FALSE,https://www.instagram.com/webatberkeley/,FALSE,https://www.facebook.com/webatberkeley/,
Web3 at Berkeley,manuelnieto@berkeley.edu,FALSE,N/A,FALSE,N/A,
"Weight Inclusive Public Health Student Interest Group
Additional Information", marissa_reynoso@berkeley.edu,FALSE,N/A,FALSE,N/A,
Women and Youth Supporting Each Other,calwyse@gmail.com,FALSE,https://www.instagram.com/calwyse/,FALSE,https://www.facebook.com/calwyse,
Women in Computer Science and Electrical Engineering,wicse-presidents@lists.eecs.berkeley.edu,FALSE,N/A,FALSE,https://www.facebook.com/groups/126955021087977/,
Women in Computing and Data Science at Berkeley,berkeleywicds@gmail.com,FALSE,https://www.instagram.com/berkeleywicds/,FALSE,https://www.facebook.com/berkeleywicds,
Women in Politics at Berkeley,"womeninpoliticsatberkeley@gmail.com",FALSE,https://www.instagram.com/wip.berkeley/,FALSE,https://www.facebook.com/wip.berkeley?modal=admin_todo_tour,
Women in Public Policy,gradstudentorgadvisor@berkeley.edu,FALSE,N/A,FALSE,N/A,
Women in Science at Berkeley,"gradstudentorgadvisor@berkeley.edu",FALSE,N/A,FALSE,N/A,
Women in Tech Law,witl@berkeley.edu,FALSE,https://www.instagram.com/witl_berkeley/,FALSE,N/A,
Women in Weightlifting,2dub.berkeley@gmail.com,FALSE,https://www.instagram.com/wwberkeley/,FALSE,N/A,
Women of Color Initiative,ulises.serrano@berkeley.edu,FALSE,N/A,FALSE,N/A,
Womxn in Mathematics at Berkeley,ucbgem@gmail.com,FALSE,https://www.instagram.com/ucbgem/,FALSE,https://www.facebook.com/WIMatUCB,
Workers Rights Disability Law Clinic,berkeley.wrdlc@gmail.com,FALSE,N/A,FALSE,N/A,
Workers' Rights Clinic,workersrightsclinic@berkeley.edu,FALSE,N/A,FALSE,N/A,
XR Lab - Immersive Design Student Club,haripriya_snarayanan@berkeley.edu,FALSE,https://www.instagram.com/xrlab_berkeley/?igshid=NjZiMGI4OTY%3D,FALSE,https://www.facebook.com/xrlabBerkeley/,
Yarn Arts at Berkeley,"millicen@berkeley.edu",FALSE,N/A,FALSE,N/A,
Yemeni Student Association of Berkeley,communications@ysa.berkeley.edu,FALSE,https://www.instagram.com/cal.ysa/?hl=en,FALSE,https://www.facebook.com/berkeleyysa,
You Mean More,"youmeanmore@gmail.com",FALSE,https://www.instagram.com/youmeanmore/,FALSE,https://www.facebook.com/Ucbcampuswalk,
Young Americans for Freedom at Berkeley,yafberkeley@gmail.com,FALSE,N/A,FALSE,N/A,
Young Democratic Socialists of America at Berkeley,calydsa@gmail.com,FALSE,https://www.instagram.com/calydsa/,FALSE,https://www.facebook.com/CalYDSA/,
Young Disciples at Berkeley,chinyce.2911@berkeley.edu,FALSE,https://www.instagram.com/youngdisciples.ucb/,FALSE,https://www.facebook.com/youngdisciples.ucb,
Youth Advocacy Project,yap@berkeley.edu,FALSE,N/A,FALSE,N/A,
Youth Empowering Nation,emilyenriquez@berkeley.edu,FALSE,N/A,FALSE,N/A,
Zahanat,ucberkeleyzahanat@gmail.com,FALSE,https://www.instagram.com/ucbzahanat/,FALSE,https://www.facebook.com/ucbzahanat,
Zeta Tau Alpha,ztacalpresident@gmail.com,FALSE,https://www.instagram.com/ztacal/,FALSE,N/A,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
,,FALSE,,FALSE,,
